NAME,GEOIDFQ,SUMLEVEL,YEAR,METRIC,FUEL_TYPE,VALUE
Knox,0500000US39083,050,2015,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2016,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2017,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2018,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2019,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2020,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2021,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2022,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2023,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2024,Facilities,Solid Waste,0.0
Knox,0500000US39083,050,2009,Facilities,Wind,0.0
Knox,0500000US39083,050,2010,Facilities,Wind,0.0
Knox,0500000US39083,050,2011,Facilities,Wind,0.0
Knox,0500000US39083,050,2012,Facilities,Wind,0.0
Knox,0500000US39083,050,2013,Facilities,Wind,0.0
Knox,0500000US39083,050,2014,Facilities,Wind,0.0
Knox,0500000US39083,050,2015,Facilities,Wind,0.0
Knox,0500000US39083,050,2016,Facilities,Wind,0.0
Knox,0500000US39083,050,2017,Facilities,Wind,0.0
Knox,0500000US39083,050,2018,Facilities,Wind,0.0
Knox,0500000US39083,050,2019,Facilities,Wind,0.0
Knox,0500000US39083,050,2020,Facilities,Wind,0.0
Knox,0500000US39083,050,2021,Facilities,Wind,0.0
Knox,0500000US39083,050,2022,Facilities,Wind,0.0
Knox,0500000US39083,050,2023,Facilities,Wind,0.0
Knox,0500000US39083,050,2024,Facilities,Wind,0.0
Knox,0500000US39083,050,2009,Capacity,Biomass,0.0
Knox,0500000US39083,050,2010,Capacity,Biomass,0.0
Knox,0500000US39083,050,2011,Capacity,Biomass,0.0
Knox,0500000US39083,050,2012,Capacity,Biomass,0.0
Knox,0500000US39083,050,2013,Capacity,Biomass,0.0
Knox,0500000US39083,050,2014,Capacity,Biomass,0.0
Knox,0500000US39083,050,2015,Capacity,Biomass,0.0
Knox,0500000US39083,050,2016,Capacity,Biomass,0.0
Knox,0500000US39083,050,2017,Capacity,Biomass,0.0
Knox,0500000US39083,050,2018,Capacity,Biomass,0.0
Knox,0500000US39083,050,2019,Capacity,Biomass,0.0
Knox,0500000US39083,050,2020,Capacity,Biomass,0.0
Knox,0500000US39083,050,2021,Capacity,Biomass,0.0
Knox,0500000US39083,050,2022,Capacity,Biomass,0.0
Knox,0500000US39083,050,2023,Capacity,Biomass,0.0
Knox,0500000US39083,050,2024,Capacity,Biomass,0.0
Knox,0500000US39083,050,2009,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2010,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2011,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2012,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2013,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2014,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
Knox,0500000US39083,050,2015,Capacity,Captured Heat from Biologically Derived Methane Gas,0.0
